File Name,INPUT_1_BuildingNumber,Service Type,Service Category,INPUT_1_FacilityName,INPUT_1_Address,INPUT_2_ Address,Building Number,INPUT_1_Borough,INPUT_1_ZipCode,Latitude2,Longitude2,INPUT_1_Phone2,Column3,INPUT_1_AdditionalInfo2,OUTPUT_BBL,OUTPUT_BIN,OUTPUT_City_Council_District,OUTPUT_Community_District,OUTPUT_NTA_Name,Location
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Marcy Pharmacy,170 Throop Avenue,,,BROOKLYN,11206,40.69932812,-73.94417979,,,,3017260029,3048358,36,303,Bedford,"(40.69932812, -73.94417979)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Ravensview Pharmacy,34-49 21st Street,,,QUEENS,11514,40.76196147,-73.93478486,(718) 729-5199,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.76196147, -73.93478486)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Ct Health Castle,86 Bowery,,,MANHATTAN,11554,40.7171195,-73.99553405,(212) 966-6039,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.7171195, -73.99553405)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,71 West 23rd Street,,,MANHATTAN,11583,40.74243426,-73.99166736,(212) 463-8873,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.74243426, -73.99166736)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,239 East 198th Street,,,BRONX,10458,40.86933974,-73.88957715,,,,2033020076,2017112,15,207,Bedford Park-Fordham North,"(40.86933974, -73.88957715)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,2320 Ralph Avenue,,,BROOKLYN,11234,40.62134379,-73.91746295,,,,3078840046,3220530,46,318,Flatlands,"(40.62134379, -73.91746295)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,901 East Gun Hill Road,,,BRONX,10469,40.87542037,-73.86027007,,,,2046810030,2121306,12,212,Williamsbridge-Olinville,"(40.87542037, -73.86027007)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Amrina Pharmacy,853 East New York Avenue,,,BROOKLYN,11203,40.66258951,-73.93422999,(718) 493-8118,,<p>Ask a staff member to check your blood pressure.</p>,3014300001,3038512,41,309,Prospect Lefferts Gardens-Wingate,"(40.66258951, -73.93422999)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Parkare Pharmacy,2158 Starling Avenue,,,BRONX,10462,40.83622518,-73.85336708,(718) 239-3500,,<p>Ask a staff member to check your blood pressure.</p>,2039340046,2028999,18,209,Parkchester,"(40.83622518, -73.85336708)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,2681 Broadway,,,MANHATTAN,11595,40.79857982,-73.96893112,(212) 865-5360,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.79857982, -73.96893112)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Morales Pharmacy,151 East 170th Street,,,BRONX,10452,40.83914449,-73.91486787,(718) 293-5832,,<p>Ask a staff member to check your blood pressure.</p>,2028330001,2007996,14,204,West Concourse,"(40.83914449, -73.91486787)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Richmond Rx Center,112-12 Liberty Avenue,,,QUEENS,11419,40.68513509,-73.83008355,(718) 845-3540,,<p>Ask a staff member to check your blood pressure.</p>,4095350006,4202531,28,410,South Ozone Park,"(40.68513509, -73.83008355)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,84-32 Jamaica Avenue,,,QUEENS,11421,40.6924704,-73.85938562,(718) 277-5814,,<p>Ask a staff member to check your blood pressure.</p>,4089190029,4183721,32,409,Woodhaven,"(40.6924704, -73.85938562)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,ABC Pharmacy,53 Elizabeth Street,,,MANHATTAN,11526,40.7170866,-73.99665234,(212) 966-7588,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.7170866, -73.99665234)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,650 East Tremont Avenue,,,BRONX,10457,40.84605892,-73.89247494,,,,2029470025,2009912,17,206,East Tremont,"(40.84605892, -73.89247494)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1951 First Avenue,,,MANHATTAN,10029,40.78589451,-73.94278526,,,,1016720017,1087440,08,111,East Harlem South,"(40.78589451, -73.94278526)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,San Juan Pharmacy,960 Amsterdam Avenue,,,MANHATTAN,10025,40.84480264,-73.88210382,(212) 222-4650,,<p>Ask a staff member to check your blood pressure.</p>,1018790029,1056657,07,107,Morningside Heights,"(40.84480264, -73.88210382)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,155 East 34th Street,,,MANHATTAN,11587,40.74615456,-73.97912934,(212) 683-3042,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.74615456, -73.97912934)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,188 Dyckman Street,,,MANHATTAN,11619,40.86466771,-73.9267262,(212) 567-1282,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.86466771, -73.9267262)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,250 Broadway,,,MANHATTAN,11559,40.71297475,-74.0073009,(212) 571-4511,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.71297475, -74.0073009)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Irving Pharmacy,118 Wyckoff Avenue,,,BROOKLYN,11237,40.70368499,-73.91825506,(718) 484-8510,,<p>Ask a staff member to check your blood pressure.</p>,3032590031,3074243,37,304,Bushwick North,"(40.70368499, -73.91825506)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,East Village Prescription Center,41 Avenue A,,,MANHATTAN,11689,40.72356062,-73.98535619,(212) 260-4878,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.72356062, -73.98535619)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Alleon Pharmacy,6823 Fort Hamilton Parkway,,,BROOKLYN,11221,40.6290007,-74.01164002,,,,3057710022,3143039,43,310,Dyker Heights,"(40.6290007, -74.01164002)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,ABC Pharmacy,137 Mott Street,,,MANHATTAN,11525,40.7185029,-73.99673525,(212) 267-8882,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.7185029, -73.99673525)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Long Island City Chemists,30-12 36th Avenue,,,QUEENS,11511,40.75685636,-73.93036818,(718) 392-8049,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75685636, -73.93036818)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,1091 Lexington Avenue,,,MANHATTAN,11623,40.77340494,-73.96001066,(212) 794-7100,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.77340494, -73.96001066)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,575 Lexington Avenue,,,MANHATTAN,11673,40.75720889,-73.97182732,(212) 207-8274,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75720889, -73.97182732)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Asara,126-13 Merrick Boulevard,,,QUEENS,11485,40.68187961,-73.76609812,(718) 528-0505,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.68187961, -73.76609812)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Scriptx Pharmacy,72 East 167th Street,,,BRONX,10452,40.87080866,-73.84689785,(718) 538-8100,,<p>Ask a staff member to check your blood pressure.</p>,2024790019,2002958,16,204,West Concourse,"(40.87080866, -73.84689785)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Napolitano Pharmacy,335 Graham Avenue,,,BROOKLYN,11211,40.71441074,-73.94437994,(718) 387-0124,,<p>Ask a staff member to check your blood pressure.</p>,3027640021,3068870,34,301,East Williamsburg,"(40.71441074, -73.94437994)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,A & G Pharmacy,1216 Neptune Avenue,,,BROOKLYN,11224,40.57935738,-73.98024004,(718) 996-2277,,<p>Ask a staff member to check your blood pressure.</p>,3072660009,3196557,47,313,West Brighton,"(40.57935738, -73.98024004)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Island Express Pharmacy,1347 Flatbush Avenue,,,BROOKLYN,11210,40.63815661,-73.95331458,(347) 533-4606,,<p>Ask a staff member to check your blood pressure.</p>,3052270021,3120866,45,314,Flatbush,"(40.63815661, -73.95331458)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,6502-6510 18th Avenue,,,BROOKLYN,11204,40.61903182,-73.99028883,,,,3055530040,3133854,38,311,Bensonhurst West,"(40.61903182, -73.99028883)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Myrtle Drugmart,65-62 Myrtle Avenue,,,QUEENS,11385,40.70129934,-73.88842837,(347) 227-8188,,<p>Ask a staff member to check your blood pressure.</p>,4036980032,4090145,30,405,Glendale,"(40.70129934, -73.88842837)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,ParmRx Express,1311 Gravesend Neck Road,,,BROOKLYN,11229,40.59448587,-73.95726284,(718) 627-7070,,<p>Ask a staff member to check your blood pressure.</p>,3073740157,3200712,48,315,Homecrest,"(40.59448587, -73.95726284)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,46 3rd Avenue,,,MANHATTAN,11646,40.73063156,-73.98912512,(212) 475-3563,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.73063156, -73.98912512)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Gotham Pharmacy,2258 Third Avenue,,,MANHATTAN,10035,40.8022419,-73.93688717,,,,1017710039,1083995,08,111,East Harlem North,"(40.8022419, -73.93688717)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Broadway Pharmacy,88-08 55th Avenue,,,QUEENS,11374,40.73585937,-73.87569032,(718) 803-3005,,<p>Ask a staff member to check your blood pressure.</p>,4018430001,4045573,25,404,Elmhurst,"(40.73585937, -73.87569032)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Junction Pharmacy,2109 Nostrand Avenue,,,BROOKLYN,11210,40.63382294,-73.94775119,(718) 421-3600,,<p>Ask a staff member to check your blood pressure.</p>,3075580057,3205921,45,314,Flatbush,"(40.63382294, -73.94775119)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,La Fe Pharmacy,4220 Broadway,,,MANHATTAN,10033,40.84901782,-73.9369619,(212) 321-0083,,,1021630025,1063916,10,112,Washington Heights South,"(40.84901782, -73.9369619)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Rex Pharmacy,119-01 Rockaway Boulevard,,,QUEENS,11420,40.67609877,-73.81899553,(718) 843-8000,,<p>Ask a staff member to check your blood pressure.</p>,4116630024,4251985,28,410,South Ozone Park,"(40.67609877, -73.81899553)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,320 Smith Street,,,BROOKLYN,11231,40.68109706,-73.99428899,,,,3004357502,3387568,39,306,Carroll Gardens-Columbia Street-Red Hook,"(40.68109706, -73.99428899)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Midtown East Pharmacy & Surgical,161 Madison Avenue,,,MANHATTAN,10016,40.74680854,-73.98364039,(212) 213-2444,,<p>Ask a staff member to check your blood pressure.</p>,1008627501,1017035,02,105,Midtown-Midtown South,"(40.74680854, -73.98364039)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Norden Drugs,79-01 Main Street,,,QUEENS,11413,40.71854449,-73.81756308,(718) 969-3314,,<p>Ask a staff member to check your blood pressure.</p>,4066720001,4144378,24,408,Kew Gardens Hills,"(40.71854449, -73.81756308)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Platinum Pharmacy,46-21 Queens Boulevard,,,QUEENS,11104,40.74312468,-73.91842301,(718) 472-2100,,<p>Ask a staff member to check your blood pressure.</p>,4001410047,4001321,26,402,Hunters Point-Sunnyside-West Maspeth,"(40.74312468, -73.91842301)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Care Max Pharmacy,6721 Fort Hamilton Parkway,,,BROOKLYN,11219,40.62949209,-74.01090517,(718) 833-6700,,<p>Ask a staff member to check your blood pressure.</p>,3057640025,3142709,43,310,Dyker Heights,"(40.62949209, -74.01090517)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,33 7th Avenue,,,MANHATTAN,11588,40.73761201,-74.00035002,(212) 741-3365,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.73761201, -74.00035002)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,4102 Church Avenue,,,BROOKLYN,11203,40.65131928,-73.93889367,,,,3048950011,3109746,45,317,East Flatbush-Farragut,"(40.65131928, -73.93889367)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,4 Park Avenue,,,MANHATTAN,11572,40.7467451,-73.98159771,(212) 683-5532,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.7467451, -73.98159771)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,338 East 23rd Street,,,MANHATTAN,10010,40.73737693,-73.97982132,,,,1009287503,1020579,02,106,Gramercy,"(40.73737693, -73.97982132)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Shalom Pharmacy,72-48 Main Street,,,QUEENS,11418,40.820372,-73.94037,(718) 544-8500,,<p>Ask a staff member to check your blood pressure.</p>,4066210020,4143396,24,408,Kew Gardens Hills,"(40.820372, -73.94037)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,50-15 Roosevelt Avenue,,,QUEENS,11377,40.74353635,-73.91458632,,,,4013190030,4030851,26,402,Hunters Point-Sunnyside-West Maspeth,"(40.74353635, -73.91458632)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Healthways Pharmacy & Surgicals,225 Neptune Avenue,,,BROOKLYN,11235,40.58158694,-73.96170277,(718) 513-4821,,<p>Ask a staff member to check your blood pressure.</p>,3072630003,3196431,48,313,Brighton Beach,"(40.58158694, -73.96170277)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,EZ Care Pharmacy,87 Elizabeth Street,,,MANHATTAN,10013,40.7181241,-73.99601377,(212) 343-8899,,<p>Ask a staff member to check your blood pressure.</p>,1002387503,1086597,01,102,SoHo-TriBeCa-Civic Center-Little Italy,"(40.7181241, -73.99601377)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Columbus Avenue Pharmacy,916 Columbus Avenue,,,MANHATTAN,11552,40.79841354,-73.96348098,(212) 663-7440,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.79841354, -73.96348098)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Qasim Pharmacy,934 Myrtle Avenue,,,BROOKLYN,11206,40.69590553,-73.94447477,,,,3017560026,3324224,36,303,Bedford,"(40.69590553, -73.94447477)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,2532 86th Street,,,BROOKLYN,11214,40.59737506,-73.9863202,,,,3068680037,3185759,47,311,Bensonhurst East,"(40.59737506, -73.9863202)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Icare Pharmacy,2256 East Tremont Avenue,,,BRONX,10462,40.84218696,-73.85568866,(929) 777-9611,,<p>Ask a staff member to check your blood pressure.</p>,2039447501,2096752,18,209,Parkchester,"(40.84218696, -73.85568866)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Liberty Pharmacy,124-02a Liberty Avenue,,,QUEENS,11419,40.68782884,-73.82002367,(718) 738-1500,,<p>Ask a staff member to check your blood pressure.</p>,4095780002,4531315,28,410,South Ozone Park,"(40.68782884, -73.82002367)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1154 Clarkson Avenue,,,BROOKLYN,11212,40.66102983,-73.92023946,,,,3046510001,3101236,41,317,Brownsville,"(40.66102983, -73.92023946)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,10204 Flatlands Avenue,,,BROOKLYN,11236,40.64616456,-73.89676222,,,,3082100037,3346979,46,318,Canarsie,"(40.64616456, -73.89676222)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,A.M. Pharmacy II,219 Grand Street,,,MANHATTAN,10013,40.71882676,-73.99588747,(212) 226-8832,,,1002380019,1003105,01,102,SoHo-TriBeCa-Civic Center-Little Italy,"(40.71882676, -73.99588747)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,893 Manhattan Avenue,,,BROOKLYN,11222,40.73001359,-73.95418448,(718) 389-6440,,<p>Ask a staff member to check your blood pressure.</p>,3025630041,3064832,33,301,Greenpoint,"(40.73001359, -73.95418448)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1631 Pitkin Avenue,,,BROOKLYN,11212,40.66933034,-73.91311003,,,,3034970055,3326578,41,316,Brownsville,"(40.66933034, -73.91311003)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Apollo Pharmacy,3569 Broadway,,,MANHATTAN,11529,40.82731877,-73.94980645,(212) 862-7700,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.82731877, -73.94980645)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,63-37 108th Street,,,QUEENS,11375,40.73397061,-73.85012538,,,,4021680001,4051565,29,406,Forest Hills,"(40.73397061, -73.85012538)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Bliss Pharmacy,1590 Madison Avenue,,,MANHATTAN,10029,40.79404395,-73.94919238,,,,1016120001,1051514,09,111,East Harlem South,"(40.79404395, -73.94919238)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Kiosk Flushing Pharmacy,41-01 Kissena Boulevard,,,QUEENS,11405,40.75841123,-73.82937972,(718) 463-2261,,<p>Ask a staff member to check your blood pressure.</p>,4050447501,4309526,20,407,Flushing,"(40.75841123, -73.82937972)"
